"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3220000","CDFI2260031993000002","19930205","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 152번지 외 4필지 152-1 2 3 4","서울특별시 강남구 논현로 645 (논현동 뉴힐탑호텔)","06116","엘리에나호텔","20200618165738","U","2019-12-05 22:00:00.0","","202670.053376769","445410.505681503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFI2260032016000001","20160527","","03","폐업","03","폐업","20200929","","","","","","","서울특별시 마포구 망원동 405-27","서울특별시 마포구 희우정로16길 31 (망원동)","04008","Alveolus(앨비어러스)","20201005140743","U","2019-10-31 00:07:00.0","","191415.339342271","450275.024623503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032020000001","20200525","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 가리봉동 135-90","서울특별시 구로구 남부순환로105다길 13 (가리봉동)","08395","골드 마운틴77","20210614143502","U","2020-12-05 23:06:00.0","","190302.811716913","441970.080120562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260031999000001","19990106","","03","폐업","03","폐업","20170929","","","","3486-6000","","137876","서울특별시 서초구 서초동 1594-3번지 ","서울특별시 서초구 효령로55길 39 (서초동)","","센트로관광호텔","20180601131222","I","2018-08-31 23:59:59.0","","201170.070004848    ","442708.003635745    ","관광숙박업","관광사업","근린상업지역","8","기타","","","근린생활시설","8","2","94","8286","","","","","","","","","","8285.57","","","","","","","","","","","","","8286","관광호텔업"
"3220000","CDFI2260032018000003","20180323","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 628-12번지 호텔 세느 ","'서울특별시 강남구 논현로 533 호텔 세느 (역삼동)'","06126","호텔 세느","20180516155649","I","2018-08-31 23:59:59.0","","203033.435          ","444637.16           ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3220000","CDFI2260032018000002","20180321","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 587-21번지 ","서울특별시 강남구 도산대로 203 (신사동)","06026","포포인츠바이쉐라톤서울강남","20180418161259","I","2018-08-31 23:59:59.0","","202447.848471025    ","446447.1648066      ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3220000","CDFI2260032018000001","20180309","","01","영업/정상","13","영업중","","","","","025575001","","","서울특별시 강남구 역삼동 723-3번지 ","서울특별시 강남구 언주로85길 27 (역삼동)","06222","오월호텔","20180802135423","I","2018-08-31 23:59:59.0","","203563.297317024    ","444266.609812808    ","관광숙박업","","일반주거지역","","","","","","","","","","","","","","","","","","","3281.33","","","","","","","","","","","","","3281","관광호텔업"
"3220000","CDFI2260032017000005","20171215","","01","영업/정상","13","영업중","","","","","02  20111000","","","서울특별시 강남구 삼성동 142-41번지 ","'서울특별시 강남구 테헤란로 415 L7 HOTELS 강남타워 (삼성동)'","06160","(주)호텔롯데 L7 강남","20200306092748","U","2020-03-08 02:40:00.0","","204488.365267013    ","444832.873128843    ","관광숙박업","","일반상업지역","33","","","","호텔","27","6","","","","","","","","","","","","33584.29","","","","","","","","","511748520000","","","","33584","관광호텔업"
"3010000","CDFI2260032021000002","20210616","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 43-7","서울특별시 중구 소공로6길 38 (남산동2가)","04630","올리브 호스텔","20210616110627","I","2020-12-05 23:08:00.0","","198614.550199488","450677.047277743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032017000003","20170720","","01","영업/정상","13","영업중","","","","","02   5001500","","","서울특별시 강남구 청담동 48-3번지 ","서울특별시 강남구 도산대로 508 (청담동)","06070","호텔 엔트라","20170720192657","I","2018-08-31 23:59:59.0","","204216.450027497    ","446867.588235408    ","관광숙박업","","","24","","","","호텔","20","4","92","5666","HOTEL ENTRA","TOURIST HOTEL BUSINESS","","","","","","","","5666.38","","","","","","","","","","","","","5666","관광호텔업"
"3220000","CDFI2260032017000002","20170707","","01","영업/정상","13","영업중","","","","","02 -2058-1558","","","서울특별시 강남구 개포동 1229-8번지 ","서울특별시 강남구 논현로 74-1 (개포동)","06307","호텔 컬리넌 개포","20171214151101","I","2018-08-31 23:59:59.0","","203992.231656458    ","441630.077624843    ","관광숙박업","","준주거지역","10","","","","호텔","8","2","47","1628","HOTEL CULLINAN Gaepo","TOURIST HOTEL BUSINESS","","","","","","","","1627.92","","","","","","","","","","","","","1628","관광호텔업"
"3180000","CDFI2260032021000001","20210217","","01","영업/정상","13","영업중","","","","","02-3395-6000","","","서울특별시 영등포구 여의도동 22 파크원","서울특별시 영등포구 여의대로 108 파크원호텔 (여의도동)","07335","페어몬트 앰배서더 서울(Fairmont Ambassador Seoul)","20210217125913","I","2020-12-01 23:09:00.0","","193592.000380036","447092.629432527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260031997000001","19971230","","02","휴업","02","휴업","","20210701","20220630","","542-0112","","","서울특별시 강남구 논현동 6 6-1","서울특별시 강남구 도산대로 144 (논현동 영동관광호텔)","06040","영동관광호텔","20211005123502","U","2020-10-31 00:07:00.0","","202108.433846703","446160.618240423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFI2260032020000001","20201023","","01","영업/정상","13","영업중","","","","","02-2236-3144","","","서울특별시 종로구 숭인동 217-19","서울특별시 종로구 난계로29길 73 호텔디엠 (숭인동)","03115","호텔 DM","20210323102331","U","2020-12-02 22:05:00.0","","201643.277882724","452339.843125652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260032001000002","20010928","","03","폐업","03","폐업","20210923","","","","02-521-7111","","","서울특별시 서초구 서초동 1605-3 프랜드호텔","서울특별시 서초구 효령로 345 프랜드호텔 (서초동)","06643","주식회사 프렌드호텔","20210923134736","U","2020-12-08 22:05:00.0","","201846.586838152","442752.888685325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260032000000001","20000728","","01","영업/정상","13","영업중","","","","","6282-6262","","137713","서울특별시 서초구 반포동 19-3","서울특별시 서초구 신반포로 176 (반포동)","","JW메리어트호텔 서울","20210414092346","U","2020-12-03 23:06:00.0","","200250.447804795","444683.220506107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3020000","CDFI2260032014000001","20140922","","03","폐업","03","폐업","20211013","","","","02-792-8700","","140807","서울특별시 용산구 갈월동 98-14","서울특별시 용산구 한강대로71길 24 (갈월동)","04322","호텔 엘르인","20211013150634","U","2020-10-30 23:05:00.0","","197473.035834572","448684.316361498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032015000001","20151118","","01","영업/정상","13","영업중","","","","","02-877-1925","","","서울특별시 관악구 신림동 1421-47","서울특별시 관악구 신림로66길 16 (신림동 신트라호텔)","08754","신트라(SINTRA) 호텔","20211019131841","U","2020-10-30 22:01:00.0","","193791.550336071","442572.551886902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032011000001","20110908","","03","폐업","03","폐업","20211101","","","","2211-01802211-2000","","152706","서울특별시 구로구 신도림동 692","서울특별시 구로구 경인로 662 (신도림동)","08209","쉐라톤 서울 디큐브시티 호텔","20211101143127","U","2020-11-01 00:03:00.0","","190107.045415333","445157.626366229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032016000012","20161229","","01","영업/정상","13","영업중","","","","","025485489","","","서울특별시 강남구 역삼동 603-1","서울특별시 강남구 봉은사로 134 (역삼동)","06124","도미인 서울 강남","20201230184642","U","2020-12-01 00:01:00.0","","202535.919022141","444822.174971826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032018000007","20181226","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 60-8","서울특별시 강남구 도산대로 216 (논현동)","06047","에이든 청담호텔","20211026180734","U","2020-10-30 22:08:00.0","","202624.921452758","446421.036809928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032017000005","20170320","","01","영업/정상","13","영업중","","","","","02   7777900","","","서울특별시 중구 저동2가 48-27","서울특별시 중구 수표로 24 (저동2가)","04555","G2 호텔","20210430150808","U","2020-12-05 00:02:00.0","","199088.322667","451230.610149193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032021000001","20210622","","01","영업/정상","13","영업중","","","","","02-412-2220","","","서울특별시 송파구 방이동 36-2","서울특별시 송파구 올림픽로32길 7-1 (방이동)","05543","호텔 더 캐슬(방이2)","20210622165422","I","2020-12-05 22:04:00.0","","209577.225059646","445907.610176751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032017000001","20170221","","01","영업/정상","13","영업중","","","","","025002300","","","서울특별시 강남구 삼성동 158번지 ","서울특별시 강남구 삼성로96길 20 (삼성동)","06169","호텔 유리앤","20170221174121","I","2018-08-31 23:59:59.0","","205020.248732302    ","445191.129756305    ","관광숙박업","","일반상업지역","17","기타","","","호텔","14","3","","","","","","","","","","","","6661.44","","","","","","","","","1000000000","","","","6661","관광호텔업"
"3220000","CDFI2260032016000011","20161223","","01","영업/정상","13","영업중","","","","","0262053900","","","서울특별시 강남구 역삼동 719-20번지 ","'서울특별시 강남구 언주로89길 21 (역삼동 CAPACEHotel)'","06221","카파스 호텔","20171214151026","I","2018-08-31 23:59:59.0","","203566.634592836    ","444370.566836892    ","관광숙박업","","일반상업지역","11","기타","","","호텔","10","1","","","","","","","","","","","","1999.86","","","","","","","","","500000000","","","","2000",""
"3220000","CDFI2260032016000010","20161214","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 678-13번지 ","서울특별시 강남구 테헤란로29길 11 (역삼동)","06141","호텔 디 아티스트 역삼","20180615171732","I","2018-08-31 23:59:59.0","","203333.617282827    ","444467.312715941    ","관광숙박업","","일반상업지역","11","기타","","","호텔","10","1","","","","","","","","","","","","1947.88","","","","","","","","","","","","","1948","관광호텔업"
"3180000","CDFI2260032020000001","20200616","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 양평동3가 30-3번지","서울특별시 영등포구 양산로1길 13 (양평동3가)","07269","서울H","20200622180605","U","2019-12-05 22:04:00.0","","189758.735655025","447157.130858016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032018000001","20180515","","01","영업/정상","13","영업중","","","","","02-313-7004","","","서울특별시 서대문구 창천동 29-56","서울특별시 서대문구 연세로2나길 5 (창천동)","03779","호텔 밀하우스","20201031152402","U","2019-11-01 00:03:00.0","","194447.060323027","450457.441284914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032016000001","20160201","","01","영업/정상","13","영업중","","","","","02-393-1199","","","서울특별시 서대문구 창천동 18-81","서울특별시 서대문구 연세로2가길 3 (창천동)","03779","신촌라싸 관광호텔","20201031151610","U","2019-11-01 00:03:00.0","","194391.16958802","450428.281096865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032015000001","20150427","","01","영업/정상","13","영업중","","","","","6388-9000","","120020","서울특별시 서대문구 미근동 333","서울특별시 서대문구 충정로 76 (미근동)","03738","신라스테이서대문","20201031151526","U","2019-11-01 00:03:00.0","","196994.923667002","451431.128628393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032014000001","20141223","","01","영업/정상","13","영업중","","","","","02-364-6740","","","서울특별시 서대문구 대현동 104-5 신촌푸르지오시티","서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 141522층 (대현동)","03780","신촌 EVER8 레지던스 호텔","20201031151743","U","2019-11-01 00:03:00.0","","194855.910937446","450573.690449065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260031987000001","19871214","","01","영업/정상","13","영업중","","","","","02-2287-8310","","","서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔","서울특별시 서대문구 연희로 353 스위스그랜드호텔 (홍은동)","03650","스위스그랜드호텔서울","20201031151435","U","2019-11-01 00:03:00.0","","194211.997213753","454098.970268002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3120000","CDFI2260032017000003","20170608","","01","영업/정상","13","영업중","","","","","023932415","","","서울특별시 서대문구 대현동 101-17 6층","서울특별시 서대문구 신촌로 155 6층 (대현동 해암빌딩)","03766","궁전호스텔","20201201180107","U","2019-11-02 00:03:00.0","","194929.750810335","450514.690947083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032016000007","20160603","","01","영업/정상","13","영업중","","","","","0232881100","","","서울특별시 강남구 역삼동 823-43번지 ","서울특별시 강남구 테헤란로10길 5 (역삼동)","06234","호텔 소울하다","20171214150853","I","2018-08-31 23:59:59.0","","202800.634114449    ","444058.465089517    ","관광숙박업","","일반상업지역","8","기타","","","숙박시설","7","1","","","","","","","","","","","","","","","","","","","","","1870000000","","","","","관광호텔업"
"3220000","CDFI2260032016000006","20160425","","01","영업/정상","13","영업중","","","","","025686200","","","서울특별시 강남구 역삼동 736-51번지 ","'서울특별시 강남구 논현로87길 15-4 (역삼동 강남스테이관광호텔)'","06236","강남 스테이 호텔","20160705093206","I","2018-08-31 23:59:59.0","","203064.385125254    ","444133.338603466    ","관광숙박업","","일반상업지역","14","기타","","","호텔","12","2","","","GANGNAM STAY HOTEL","TOURIST HOTEL BUSINESS","","","","","","","","","","","","","","","","","8000000000","","","","","관광호텔업"
"3220000","CDFI2260032016000005","20160329","","01","영업/정상","13","영업중","","","","","0264741530","","","서울특별시 강남구 논현동 205-8번지 ","'서울특별시 강남구 봉은사로 143 (논현동 운현오피스텔)'","06122","강남패밀리호텔","20170215085912","I","2018-08-31 23:59:59.0","","202596.666692428    ","444917.728061158    ","관광숙박업","","일반상업지역","20","","","","","15","5","","","","","","","","","","","","","","","","","","","","","10000000","","","","","가족호텔업"
"3220000","CDFI2260032016000003","20160217","","01","영업/정상","13","영업중","","","","","025674000","","","서울특별시 강남구 논현동 201-4번지 ","'서울특별시 강남구 봉은사로 113 (논현동 호텔 더 디자이너스 리즈 강남 프리미어)'","06120","호텔 더 디자이너스 리즈 강남 프리미어","20160217155809","I","2018-08-31 23:59:59.0","","202220.14           ","444805.625          ","관광숙박업","","일반주거지역","22","기타","","","숙박시설","18","4","","","","","","","","","","","","","","","","","","","","","20000000000","","","","","관광호텔업"
"3220000","CDFI2260032016000002","20160212","","01","영업/정상","13","영업중","","","","","0269369700","","","서울특별시 강남구 삼성동 158-13번지 ","'서울특별시 강남구 테헤란로87길 9 (삼성동 호텔페이토)'","06169","호텔 페이토 삼성","20180626163246","I","2018-08-31 23:59:59.0","","205121.655          ","445138.69           ","관광숙박업","","일반상업지역","24","기타","","","숙박시설","19","5","","","","","","","","","","","","","","","","","","","","","17702400000","","","","","관광호텔업"
"3220000","CDFI2260032015000010","20151217","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 891-34번지 서원빌딩 3층~5층호","'서울특별시 강남구 선릉로90길 62 서원빌딩 3층~5층층 (대치동)'","06194","스텔라 호스텔","20190925140037","U","2019-09-27 02:40:00.0","","204719.15931343     ","444786.150912491    ","관광숙박업","","일반상업지역","","기타","","","숙박시설","4","","","","","","","","","","","","","","","","","","","","","","","","","","","호스텔업"
"3220000","CDFI2260032016000004","20160317","","03","폐업","03","폐업","20210121","","","","025731717","","","서울특별시 강남구 역삼동 823-11","서울특별시 강남구 테헤란로8길 13 6층 (역삼동)","06234","오아시스 호스텔","20210128091554","U","2020-11-30 21:00:00.0","","202738.921419902","443977.012671589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032016000009","20160923","","01","영업/정상","13","영업중","","","","","07081467711","","","서울특별시 강남구 신사동 502-11","서울특별시 강남구 강남대로 620 3층 (신사동 영일빌딩)","06035","호텔 클로이","20210208125740","U","2020-12-01 23:00:00.0","","201684.704785227","446105.858997581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032013000001","20130422","","03","폐업","03","폐업","20201124","","","","02-3432-4671","","138828","서울특별시 송파구 방이동 46-6","서울특별시 송파구 백제고분로51길 23 (방이동)","05544","필름 37.2","20201124135622","U","2019-10-31 22:06:00.0","","209906.809944076","446034.863019263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032015000007","20151009","","01","영업/정상","13","영업중","","","","","18998059","","","서울특별시 강남구 논현동 54-4","서울특별시 강남구 학동로 117 (논현동)","06044","호텔 포레힐","20210209105031","U","2020-12-01 23:01:00.0","","202019.609786891","445542.15986245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032015000008","20151030","","01","영업/정상","13","영업중","","","","","02  36775425","","","서울특별시 강남구 논현동 206-1번지 ","'서울특별시 강남구 봉은사로 155 (논현동 호텔 카푸치노)'","06122","호텔 카푸치노","20180412155354","I","2018-08-31 23:59:59.0","","202713.81010796     ","444963.003980538    ","관광숙박업","","일반주거지역","20","기타","","","숙박시설","17","3","","","","","","","","","","","","","","","","","","","","","15000000000","","","","","관광호텔업"
"3220000","CDFI2260032015000006","20150915","","01","영업/정상","13","영업중","","","","","02-555-4204","","","서울특별시 강남구 역삼동 819-9번지 ","'서울특별시 강남구 강남대로92길 13 (역삼동 Jerry s planet Building)'","06134","더제리스플래닛 호텔","20150915095531","I","2018-08-31 23:59:59.0","","202451.742958279    ","444092.87549641     ","관광숙박업","","일반상업지역","14","기타","","","호텔","10","4","42","3506","The Jerry's Planet  Hotel","TOURIST HOTEL BUSINESS","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3220000","CDFI2260032015000005","20150831","","01","영업/정상","13","영업중","","","","","02-564-8342","","","서울특별시 강남구 역삼동 677-8번지 ","'서울특별시 강남구 테헤란로37길 13-8 (역삼동 디엔에스리치빌)'","06142","인더시티호스텔","20190731145323","U","2019-08-02 02:40:00.0","","203467.667642123    ","444535.854061853    ","관광숙박업","","일반상업지역","16","기타","","","근린생활시설","13","3","","","INN THE CITY HOSTEL","HOSTEL BUSINESS","","","","","","","","498.64","","","","","","","","","","","","","499","호스텔업"
"3220000","CDFI2260032015000002","20150305","","03","폐업","03","폐업","20210531","","","","545-6000","","135887","서울특별시 강남구 신사동 514-2","서울특별시 강남구 도산대로 119 (신사동)","06035","더 리센츠 프리미엄 강남호텔","20210616102144","U","2020-12-05 23:08:00.0","","201828.756638827","446119.714905741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032015000003","20150608","","01","영업/정상","13","영업중","","","","","000205536655","","135915","서울특별시 강남구 역삼동 677-9번지 ","서울특별시 강남구 테헤란로37길 13-10 (역삼동)","06142","리치웰 호텔(Richwell Hotel)","20170317140717","I","2018-08-31 23:59:59.0","","203451.550821003    ","444529.420299492    ","관광숙박업","","상업지역","17","","","","숙박시설","14","3","","","","","","","","","","","","3227.77","","","","","","","","","200000000","","","","3228","관광호텔업"
"3220000","CDFI2260032015000001","20150203","","01","영업/정상","13","영업중","","","","","02-2058-1000","","135964","서울특별시 강남구 개포동 1229-14번지 ","서울특별시 강남구 논현로 66 (개포동)","06307","호텔 데님(Hotel Denim)","20150203100837","I","2018-08-31 23:59:59.0","","204053.596300672    ","441557.179656218    ","관광숙박업","","준주거지역","12","주택가주변","","","호텔","8","4","","","","","","","","","","","","7500.02","","","","","","","","","13000000000","","","","7500","관광호텔업"
"3220000","CDFI2260032014000003","20141010","","01","영업/정상","13","영업중","","","","","02-508-6247~9","","135915","서울특별시 강남구 역삼동 678-14번지 에이치 에비뉴 호텔 역삼 ","'서울특별시 강남구 테헤란로29길 12 (역삼동 에이치 에비뉴 호텔 역삼)'","06141","에이치 에비뉴 호텔 역삼(H AVENUE HOTEL YEOKSAM)","20171214133929","I","2018-08-31 23:59:59.0","","203355.625966004    ","444476.290241009    ","관광숙박업","","상업지역","11","기타","","","숙박시설","10","1","","","","","","","","","","","","1987.57","","","","","","","","","2922257940","","","","1988","관광호텔업"
"3220000","CDFI2260032014000002","20141003","","01","영업/정상","13","영업중","","","","","02-510-9752","","135957","서울특별시 강남구 청담동 131번지 알로프트 서울 강남 호텔 ","'서울특별시 강남구 영동대로 736 (청담동 알로프트 서울 강남 호텔)'","06075","알로프트 서울 강남 호텔","20141003001404","I","2018-08-31 23:59:59.0","","204850.302981167    ","446835.931404503    ","관광숙박업","","일반상업지역","18","주택가주변","","","숙박시설","15","3","","","","","","","","","","","","10200.01","","","","","","","","","1000000000","","","","10200","관광호텔업"
"3220000","CDFI2260032016000001","20160112","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 198-20","서울특별시 강남구 강남대로112길 11 (논현동)","06120","K-그랜드 호스텔 강남 1","20210324162536","U","2020-12-02 22:06:00.0","","202161.235372399","444814.440071409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3170000","CDFI2260032018000003","20181214","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 238-74","서울특별시 금천구 벚꽃로 204 (가산동)","08518","바모스","20210413145536","U","2020-12-03 23:05:00.0","","189919.971505268","441209.131322921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3040000","CDFI2260032017000001","20170116","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 능동 276-1","서울특별시 광진구 천호대로 560 (능동)","04985","호텔부티크나인","20210503190949","U","2020-12-05 00:05:00.0","","206999.555177143","450463.469889478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032021000003","20210706","","01","영업/정상","13","영업중","","","","","02-0000-0000","","","서울특별시 중구 충무로2가 12-5","서울특별시 중구 명동8가길 59 (충무로2가)","04537","헨나호텔서울명동","20210706125924","I","2020-12-07 00:08:00.0","","198898.282009528","451082.839302118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032015000011","20151228","","03","폐업","03","폐업","20210630","","","","025645242","","","서울특별시 강남구 삼성동 168-16","서울특별시 강남구 테헤란로 611 (삼성동 뷰티크호텔XYM)","06173","부띠끄 호텔 엑스와이엠","20210702131350","U","2020-12-07 00:04:00.0","","205613.224315917","445264.371898509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032003000001","20030313","","03","폐업","03","폐업","20121218","","","","3015-7711","","135957","서울특별시 강남구 청담동 129-3번지 ","서울특별시 강남구 도산대로 549  (청담동)","","블루펄관광호텔","20121220214849","I","2018-08-31 23:59:59.0","","204690.660161464    ","447075.512360873    ","관광숙박업","관광사업","","12","","","","","10","2","","","","","","","","","","","","4997.88","","","","","","","","","","","","","4998",""
"3220000","CDFI2260032015000009","20151120","","01","영업/정상","13","영업중","","","","","025581202","","","서울특별시 강남구 역삼동 642-2","서울특별시 강남구 테헤란로25길 6-13 (역삼동)","06132","베니키아 강남 노블레스 호텔","20201228103016","U","2019-11-01 21:00:00.0","","203095.187072133","444354.430359109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3110000","CDFI2260032017000001","20170308","","01","영업/정상","13","영업중","","","","","0262200700","","","서울특별시 은평구 갈현동 395-17","서울특별시 은평구 통일로 863-24 (갈현동)","03330","타오 호텔","20210104181700","U","2020-12-01 00:06:00.0","","192824.052598114","457573.821408994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032016000009","20160609","","03","폐업","03","폐업","20200601","","","","2269-2262","","","서울특별시 중구 충무로3가 26-2","서울특별시 중구 수표로6길 33 2-5층 (충무로3가)","04555","아트뷰호텔","20200702115147","U","2019-12-07 00:04:00.0","","199245.264836491","451184.789734499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032001000002","20011226","","03","폐업","03","폐업","20150514","","","","544-6623","","135894","서울특별시 강남구 신사동 614-1번지 ","서울특별시 강남구 압구정로 206  (신사동)","","팝그린 관광호텔","20150519102833","I","2018-08-31 23:59:59.0","","202545.595431159    ","447231.954885143    ","관광숙박업","관광사업","주거지역","6","기타","","","호텔","5","2","","","","","","","","","","","","5297.78","","","","","","","","","","","","","5298",""
"3220000","CDFI2260031993000001","19930825","","03","폐업","03","폐업","20130101","","","","567-1101","","","서울특별시 강남구 역삼동 603번지 ","'서울특별시 강남구 봉은사로 130 (역삼동 노보텔 앰배서더 강남 서울)'","06124","노보텔앰버서더강남","20181024095714","U","2018-10-26 02:36:00.0","","202482.701418444    ","444787.812950605    ","관광숙박업","관광사업","","22","","","","호텔","16","6","","","","","","","","","","","","41813.27","","","","","","","","","","","","","41813",""
"3220000","CDFI2260031992000001","19920410","","03","폐업","03","폐업","20170330","","","","3444-7777","","","서울특별시 강남구 청담동 129번지 ","'서울특별시 강남구 도산대로 551 (청담동 엘루이호텔)'","06013","호텔엘루이","20170330222515","I","2018-08-31 23:59:59.0","","204727.226766126    ","447092.815391301    ","관광숙박업","관광사업","","18","","","","호텔","13","5","","","","","","","","","","","","17318.29","","","","","","","","","","","","","17318",""
"3220000","CDFI2260031989000002","19891220","","03","폐업","03","폐업","20180801","","","","540-3041","","","서울특별시 강남구 논현동 202-7번지 ","'서울특별시 강남구 봉은사로 125 (논현동 다이내스티관광호텔)'","06120","다이내스티관광호텔","20180801131420","I","2018-08-31 23:59:59.0","","202355.753693054    ","444839.725721091    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","5682.6","","","","","","","","","","","","","5683",""
"3220000","CDFI2260031988000003","19881208","","03","폐업","03","폐업","20160815","","","","555-7575","","","서울특별시 강남구 삼성동 141-10번지 ","'서울특별시 강남구 테헤란로63길 9 (삼성동 그린그래스관광호텔)'","06162","그린그래스관광호텔","20160819174047","I","2018-08-31 23:59:59.0","","204369.881017555    ","444844.447866296    ","관광숙박업","관광사업","상업지역","","기타","","","호텔","10","3","","","","","","","","","","","","8360.61","","","","","","","","","","","","","8361",""
"3220000","CDFI2260031988000001","19880603","","03","폐업","03","폐업","20170112","","","","","","","서울특별시 강남구 역삼동 676번지 ","'서울특별시 강남구 테헤란로 237 (역삼동 삼부오피스빌딩)'","06142","벨레상스 서울 호텔","20170112160821","I","2018-08-31 23:59:59.0","","203599.062771687    ","444556.062267296    ","관광숙박업","관광사업","","26","","","","호텔","24","2","","","","","","","","","","","","72205.69","","","","","","","","","","","","","72206",""
